VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE8.x, in_ATTRIBUTE8.y, in_ATTRIBUTE8.z, in_ATTRIBUTE8.w, in_ATTRIBUTE9.x, in_ATTRIBUTE9.y, in_ATTRIBUTE9.z, in_ATTRIBUTE9.w, in_ATTRIBUTE10.x, in_ATTRIBUTE10.y, in_ATTRIBUTE10.z, in_ATTRIBUTE10.w, in_ATTRIBUTE11.x, in_ATTRIBUTE11.y, in_ATTRIBUTE11.z, in_ATTRIBUTE11.w
2621, 475, -84.48735, -399.75562,  80.72958,  0.97638,  0.00,  0.22835,  1.00, -0.22835, -0.11811,  0.9685,  1.00,  0.43115,  0.17444,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2622, 499, -112.49664, -484.91629,  10.49408,  0.95276,  0.00,  0.31496,  1.00, -0.30709, -0.23622,  0.92126,  1.00,  0.4082,  0.10516,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2623, 496, -124.56585, -471.22205,  9.04451,  0.97638,  0.02362,  0.20472,  1.00, -0.1811, -0.32283,  0.92913,  1.00,  0.39844,  0.11627,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2624, 498, -104.00163, -431.17636,  70.99767,  0.90551, -0.00787,  0.41732,  1.00, -0.40157, -0.31496,  0.85827,  1.00,  0.41528,  0.14893,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2625, 500, -86.1881, -470.83722,  25.43906,  0.92913, -0.02362,  0.3622,  1.00, -0.33071, -0.48031,  0.8189,  1.00,  0.42969,  0.11664,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2626, 499, -112.49664, -484.91629,  10.49408,  0.95276,  0.00,  0.31496,  1.00, -0.30709, -0.23622,  0.92126,  1.00,  0.4082,  0.10516,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2627, 498, -104.00163, -431.17636,  70.99767,  0.90551, -0.00787,  0.41732,  1.00, -0.40157, -0.31496,  0.85827,  1.00,  0.41528,  0.14893,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2628, 501, -85.63952, -441.97723,  69.42873,  0.98425,  0.01575,  0.1811,  1.00, -0.13386, -0.62205,  0.77165,  1.00,  0.43018,  0.14014,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2629, 498, -104.00163, -431.17636,  70.99767,  0.90551, -0.00787,  0.41732,  1.00, -0.40157, -0.31496,  0.85827,  1.00,  0.41528,  0.14893,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2630, 475, -84.48735, -399.75562,  80.72958,  0.97638,  0.00,  0.22835,  1.00, -0.22835, -0.11811,  0.9685,  1.00,  0.43115,  0.17444,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2631, 501, -85.63952, -441.97723,  69.42873,  0.98425,  0.01575,  0.1811,  1.00, -0.13386, -0.62205,  0.77165,  1.00,  0.43018,  0.14014,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2632, 500, -86.1881, -470.83722,  25.43906,  0.92913, -0.02362,  0.3622,  1.00, -0.33071, -0.48031,  0.8189,  1.00,  0.42969,  0.11664,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2633, 498, -104.00163, -431.17636,  70.99767,  0.90551, -0.00787,  0.41732,  1.00, -0.40157, -0.31496,  0.85827,  1.00,  0.41528,  0.14893,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2634, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2635, 501, -85.63952, -441.97723,  69.42873,  0.98425,  0.01575,  0.1811,  1.00, -0.13386, -0.62205,  0.77165,  1.00,  0.43018,  0.14014,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2636, 475, -84.48735, -399.75562,  80.72958,  0.97638,  0.00,  0.22835,  1.00, -0.22835, -0.11811,  0.9685,  1.00,  0.43115,  0.17444,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2637, 500, -86.1881, -470.83722,  25.43906,  0.92913, -0.02362,  0.3622,  1.00, -0.33071, -0.48031,  0.8189,  1.00,  0.42969,  0.11664,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2638, 501, -85.63952, -441.97723,  69.42873,  0.98425,  0.01575,  0.1811,  1.00, -0.13386, -0.62205,  0.77165,  1.00,  0.43018,  0.14014,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2639, 502, -69.64196, -446.07007,  61.5805,  1.00, -0.01575,  0.01575,  1.00, -0.01575, -0.74016,  0.67717,  1.00,  0.44312,  0.13672,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2640, 502, -69.64196, -446.07007,  61.5805,  1.00, -0.01575,  0.01575,  1.00, -0.01575, -0.74016,  0.67717,  1.00,  0.44312,  0.13672,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2641, 501, -85.63952, -441.97723,  69.42873,  0.98425,  0.01575,  0.1811,  1.00, -0.13386, -0.62205,  0.77165,  1.00,  0.43018,  0.14014,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2642, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2643, 503, -56.94587, -474.71481,  43.01228,  0.99213, -0.00787,  0.14961,  1.00, -0.12598, -0.5748,  0.81102,  1.00,  0.45361,  0.11346,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2644, 500, -86.1881, -470.83722,  25.43906,  0.92913, -0.02362,  0.3622,  1.00, -0.33071, -0.48031,  0.8189,  1.00,  0.42969,  0.11664,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2645, 502, -69.64196, -446.07007,  61.5805,  1.00, -0.01575,  0.01575,  1.00, -0.01575, -0.74016,  0.67717,  1.00,  0.44312,  0.13672,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2646, 503, -56.94587, -474.71481,  43.01228,  0.99213, -0.00787,  0.14961,  1.00, -0.12598, -0.5748,  0.81102,  1.00,  0.45361,  0.11346,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2647, 502, -69.64196, -446.07007,  61.5805,  1.00, -0.01575,  0.01575,  1.00, -0.01575, -0.74016,  0.67717,  1.00,  0.44312,  0.13672,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2648, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2649, 503, -56.94587, -474.71481,  43.01228,  0.99213, -0.00787,  0.14961,  1.00, -0.12598, -0.5748,  0.81102,  1.00,  0.45361,  0.11346,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2650, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2651, 504, -44.34763, -478.77286,  38.11922,  1.00, -0.00787,  0.03937,  1.00, -0.0315, -0.46457,  0.88189,  1.00,  0.46387,  0.11017,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2652, 505, -19.14273, -444.67645,  55.45231,  0.92913, -0.00787, -0.3622,  1.00,  0.30709, -0.49606,  0.81102,  1.00,  0.48438,  0.13794,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2653, 504, -44.34763, -478.77286,  38.11922,  1.00, -0.00787,  0.03937,  1.00, -0.0315, -0.46457,  0.88189,  1.00,  0.46387,  0.11017,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2654, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2655, 504, -44.34763, -478.77286,  38.11922,  1.00, -0.00787,  0.03937,  1.00, -0.0315, -0.46457,  0.88189,  1.00,  0.46387,  0.11017,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2656, 505, -19.14273, -444.67645,  55.45231,  0.92913, -0.00787, -0.3622,  1.00,  0.30709, -0.49606,  0.81102,  1.00,  0.48438,  0.13794,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2657, 506, -9.99243, -469.93936,  51.41351,  0.98425,  0.00, -0.1811,  1.00,  0.1811, -0.18898,  0.9685,  1.00,  0.4917,  0.11737,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2658, 507,  27.18669, -482.11591,  24.54028,  0.99213,  0.01575, -0.09449,  1.00,  0.09449, -0.33071,  0.93701,  1.00,  0.52197,  0.10742,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2659, 506, -9.99243, -469.93936,  51.41351,  0.98425,  0.00, -0.1811,  1.00,  0.1811, -0.18898,  0.9685,  1.00,  0.4917,  0.11737,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2660, 505, -19.14273, -444.67645,  55.45231,  0.92913, -0.00787, -0.3622,  1.00,  0.30709, -0.49606,  0.81102,  1.00,  0.48438,  0.13794,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2661, 507,  27.18669, -482.11591,  24.54028,  0.99213,  0.01575, -0.09449,  1.00,  0.09449, -0.33071,  0.93701,  1.00,  0.52197,  0.10742,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2662, 505, -19.14273, -444.67645,  55.45231,  0.92913, -0.00787, -0.3622,  1.00,  0.30709, -0.49606,  0.81102,  1.00,  0.48438,  0.13794,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2663, 508,  9.83837, -433.50137,  49.78262,  0.88976,  0.00, -0.45669,  1.00,  0.44094, -0.28346,  0.85039,  1.00,  0.50781,  0.14697,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2664, 505, -19.14273, -444.67645,  55.45231,  0.92913, -0.00787, -0.3622,  1.00,  0.30709, -0.49606,  0.81102,  1.00,  0.48438,  0.13794,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2665, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2666, 508,  9.83837, -433.50137,  49.78262,  0.88976,  0.00, -0.45669,  1.00,  0.44094, -0.28346,  0.85039,  1.00,  0.50781,  0.14697,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2667, 507,  27.18669, -482.11591,  24.54028,  0.99213,  0.01575, -0.09449,  1.00,  0.09449, -0.33071,  0.93701,  1.00,  0.52197,  0.10742,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2668, 508,  9.83837, -433.50137,  49.78262,  0.88976,  0.00, -0.45669,  1.00,  0.44094, -0.28346,  0.85039,  1.00,  0.50781,  0.14697,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2669, 509,  57.63365, -524.30994,  10.73093,  1.00,  0.00, -0.07874,  1.00,  0.07874, -0.15748,  0.98425,  1.00,  0.54688,  0.07306,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2670, 508,  9.83837, -433.50137,  49.78262,  0.88976,  0.00, -0.45669,  1.00,  0.44094, -0.28346,  0.85039,  1.00,  0.50781,  0.14697,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2671, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2672, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2673, 473, -29.09407, -431.21533,  73.49462,  0.94488,  0.00, -0.31496,  1.00,  0.29921, -0.33858,  0.88976,  1.00,  0.47607,  0.1488,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2674, 470,  4.94428, -388.30783,  41.90253,  0.88976,  0.00787, -0.45669,  1.00,  0.44882, -0.23622,  0.86614,  1.00,  0.50391,  0.18384,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2675, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2676, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2677, 470,  4.94428, -388.30783,  41.90253,  0.88976,  0.00787, -0.45669,  1.00,  0.44882, -0.23622,  0.86614,  1.00,  0.50391,  0.18384,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2678, 462,  40.35886, -395.25876,  27.48934,  0.99213,  0.00, -0.11811,  1.00,  0.11811, -0.08661,  0.99213,  1.00,  0.53271,  0.1781,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2679, 509,  57.63365, -524.30994,  10.73093,  1.00,  0.00, -0.07874,  1.00,  0.07874, -0.15748,  0.98425,  1.00,  0.54688,  0.07306,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2680, 508,  9.83837, -433.50137,  49.78262,  0.88976,  0.00, -0.45669,  1.00,  0.44094, -0.28346,  0.85039,  1.00,  0.50781,  0.14697,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2681, 511,  42.30124, -450.51706,  25.48223,  0.98425,  0.00, -0.16535,  1.00,  0.16535, -0.14961,  0.97638,  1.00,  0.53418,  0.13318,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2682, 511,  42.30124, -450.51706,  25.48223,  0.98425,  0.00, -0.16535,  1.00,  0.16535, -0.14961,  0.97638,  1.00,  0.53418,  0.13318,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2683, 508,  9.83837, -433.50137,  49.78262,  0.88976,  0.00, -0.45669,  1.00,  0.44094, -0.28346,  0.85039,  1.00,  0.50781,  0.14697,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2684, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2685, 509,  57.63365, -524.30994,  10.73093,  1.00,  0.00, -0.07874,  1.00,  0.07874, -0.15748,  0.98425,  1.00,  0.54688,  0.07306,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2686, 511,  42.30124, -450.51706,  25.48223,  0.98425,  0.00, -0.16535,  1.00,  0.16535, -0.14961,  0.97638,  1.00,  0.53418,  0.13318,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2687, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2688, 511,  42.30124, -450.51706,  25.48223,  0.98425,  0.00, -0.16535,  1.00,  0.16535, -0.14961,  0.97638,  1.00,  0.53418,  0.13318,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2689, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2690, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2691, 513,  101.31287, -474.13437,  48.79027,  0.98425,  0.00,  0.18898,  1.00, -0.18898, -0.23622,  0.95276,  1.00,  0.58203,  0.11395,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2692, 509,  57.63365, -524.30994,  10.73093,  1.00,  0.00, -0.07874,  1.00,  0.07874, -0.15748,  0.98425,  1.00,  0.54688,  0.07306,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2693, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2694, 514,  146.09686, -494.09558,  29.68773,  1.00,  0.00,  0.07087,  1.00, -0.07087, -0.27559,  0.96063,  1.00,  0.61865,  0.09766,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2695, 513,  101.31287, -474.13437,  48.79027,  0.98425,  0.00,  0.18898,  1.00, -0.18898, -0.23622,  0.95276,  1.00,  0.58203,  0.11395,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2696, 512,  108.51192, -429.25589,  57.45237,  0.9685,  0.00,  0.24409,  1.00, -0.23622, -0.04724,  0.9685,  1.00,  0.58789,  0.15039,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2697, 510,  53.14529, -410.92685,  29.83339,  1.00,  0.00,  0.08661,  1.00, -0.08661,  0.00,  1.00,  1.00,  0.54297,  0.16541,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2698, 462,  40.35886, -395.25876,  27.48934,  0.99213,  0.00, -0.11811,  1.00,  0.11811, -0.08661,  0.99213,  1.00,  0.53271,  0.1781,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2699, 515,  84.94885, -380.83124,  47.66291,  0.82677, -0.01575,  0.56693,  1.00, -0.50394, -0.47244,  0.72441,  1.00,  0.56885,  0.18982,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
2700, 515,  84.94885, -380.83124,  47.66291,  0.82677, -0.01575,  0.56693,  1.00, -0.50394, -0.47244,  0.72441,  1.00,  0.56885,  0.18982,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
