VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE3.x, in_ATTRIBUTE3.y, in_ATTRIBUTE3.z, in_ATTRIBUTE3.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE4.z, in_ATTRIBUTE4.w, in_ATTRIBUTE5.x, in_ATTRIBUTE5.y, in_ATTRIBUTE13.x, in_ATTRIBUTE13.y, in_ATTRIBUTE13.z, in_ATTRIBUTE13.w
2397, 11910,  6.656,  6.8063,  151.32291,  0.25098,  0.92157,  0.60,  0.50196,  0.83137,  0.75686,  0.23137,  0.00, 1, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.31641,  0.82959,  1.00,  1.00,  1.00,  1.00
2398, 11909,  6.40195,  6.32576,  150.41949,  0.07451,  0.76078,  0.56078,  0.50196,  0.74118,  0.91765,  0.38039,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.28271,  0.88672,  1.00,  1.00,  1.00,  1.00
2399, 11908,  6.96958,  6.1741,  151.06227,  0.16078,  0.86667,  0.53333,  0.50196,  0.81569,  0.81176,  0.27451,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.19238,  0.84277,  1.00,  1.00,  1.00,  1.00
2400, 11908,  6.96958,  6.1741,  151.06227,  0.16078,  0.86667,  0.53333,  0.50196,  0.81569,  0.81176,  0.27451,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.19238,  0.84277,  1.00,  1.00,  1.00,  1.00
2401, 11911,  7.37038,  6.54058,  151.92526,  0.29804,  0.93333,  0.64314,  0.50196,  0.84314,  0.7451,  0.23529,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.17322,  0.75635,  1.00,  1.00,  1.00,  1.00
2402, 11910,  6.656,  6.8063,  151.32291,  0.25098,  0.92157,  0.60,  0.50196,  0.83137,  0.75686,  0.23137,  0.00, 1, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.31641,  0.82959,  1.00,  1.00,  1.00,  1.00
2403, 11908,  6.96958,  6.1741,  151.06227,  0.16078,  0.86667,  0.53333,  0.50196,  0.81569,  0.81176,  0.27451,  0.00, 1, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.19238,  0.84277,  1.00,  1.00,  1.00,  1.00
2404, 11911,  7.37038,  6.54058,  151.92526,  0.29804,  0.93333,  0.64314,  0.50196,  0.84314,  0.7451,  0.23529,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.17322,  0.75635,  1.00,  1.00,  1.00,  1.00
2405, 11910,  6.656,  6.8063,  151.32291,  0.25098,  0.92157,  0.60,  0.50196,  0.83137,  0.75686,  0.23137,  0.00, 1, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.31641,  0.82959,  1.00,  1.00,  1.00,  1.00
2406, 11912,  6.91018,  7.3689,  152.06908,  0.27451,  0.92941,  0.61961,  0.50196,  0.84706,  0.75294,  0.24706,  0.00, 1, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00,  0.35034,  0.77295,  1.00,  1.00,  1.00,  1.00
2407, 11910,  6.656,  6.8063,  151.32291,  0.25098,  0.92157,  0.60,  0.50196,  0.83137,  0.75686,  0.23137,  0.00, 1, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.31641,  0.82959,  1.00,  1.00,  1.00,  1.00
2408, 11911,  7.37038,  6.54058,  151.92526,  0.29804,  0.93333,  0.64314,  0.50196,  0.84314,  0.7451,  0.23529,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.17322,  0.75635,  1.00,  1.00,  1.00,  1.00
2409, 11912,  6.91018,  7.3689,  152.06908,  0.27451,  0.92941,  0.61961,  0.50196,  0.84706,  0.75294,  0.24706,  0.00, 1, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00,  0.35034,  0.77295,  1.00,  1.00,  1.00,  1.00
2410, 11910,  6.656,  6.8063,  151.32291,  0.25098,  0.92157,  0.60,  0.50196,  0.83137,  0.75686,  0.23137,  0.00, 1, 0, 0, 0,  0.91373,  0.08627,  0.00,  0.00,  0.31641,  0.82959,  1.00,  1.00,  1.00,  1.00
2411, 11911,  7.37038,  6.54058,  151.92526,  0.29804,  0.93333,  0.64314,  0.50196,  0.84314,  0.7451,  0.23529,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.17322,  0.75635,  1.00,  1.00,  1.00,  1.00
2412, 11911,  7.37038,  6.54058,  151.92526,  0.29804,  0.93333,  0.64314,  0.50196,  0.84314,  0.7451,  0.23529,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.17322,  0.75635,  1.00,  1.00,  1.00,  1.00
2413, 11913,  7.94156,  6.94466,  153.20831,  0.21176,  0.90196,  0.56863,  0.50196,  0.87451,  0.79216,  0.3451,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.15393,  0.66992,  1.00,  1.00,  1.00,  1.00
2414, 11912,  6.91018,  7.3689,  152.06908,  0.27451,  0.92941,  0.61961,  0.50196,  0.84706,  0.75294,  0.24706,  0.00, 1, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00,  0.35034,  0.77295,  1.00,  1.00,  1.00,  1.00
2415, 11911,  7.37038,  6.54058,  151.92526,  0.29804,  0.93333,  0.64314,  0.50196,  0.84314,  0.7451,  0.23529,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.17322,  0.75635,  1.00,  1.00,  1.00,  1.00
2416, 11913,  7.94156,  6.94466,  153.20831,  0.21176,  0.90196,  0.56863,  0.50196,  0.87451,  0.79216,  0.3451,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.15393,  0.66992,  1.00,  1.00,  1.00,  1.00
2417, 11912,  6.91018,  7.3689,  152.06908,  0.27451,  0.92941,  0.61961,  0.50196,  0.84706,  0.75294,  0.24706,  0.00, 1, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00,  0.35034,  0.77295,  1.00,  1.00,  1.00,  1.00
2418, 11914,  7.12133,  7.97354,  153.23972,  0.19608,  0.89412,  0.49804,  0.50196,  0.87843,  0.78824,  0.34902,  0.00, 1, 0, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.35034,  0.66748,  1.00,  1.00,  1.00,  1.00
2419, 11912,  6.91018,  7.3689,  152.06908,  0.27451,  0.92941,  0.61961,  0.50196,  0.84706,  0.75294,  0.24706,  0.00, 1, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00,  0.35034,  0.77295,  1.00,  1.00,  1.00,  1.00
2420, 11913,  7.94156,  6.94466,  153.20831,  0.21176,  0.90196,  0.56863,  0.50196,  0.87451,  0.79216,  0.3451,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.15393,  0.66992,  1.00,  1.00,  1.00,  1.00
2421, 11914,  7.12133,  7.97354,  153.23972,  0.19608,  0.89412,  0.49804,  0.50196,  0.87843,  0.78824,  0.34902,  0.00, 1, 0, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.35034,  0.66748,  1.00,  1.00,  1.00,  1.00
2422, 11912,  6.91018,  7.3689,  152.06908,  0.27451,  0.92941,  0.61961,  0.50196,  0.84706,  0.75294,  0.24706,  0.00, 1, 0, 0, 0,  0.99216,  0.00784,  0.00,  0.00,  0.35034,  0.77295,  1.00,  1.00,  1.00,  1.00
2423, 11913,  7.94156,  6.94466,  153.20831,  0.21176,  0.90196,  0.56863,  0.50196,  0.87451,  0.79216,  0.3451,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.15393,  0.66992,  1.00,  1.00,  1.00,  1.00
2424, 11913,  7.94156,  6.94466,  153.20831,  0.21176,  0.90196,  0.56863,  0.50196,  0.87451,  0.79216,  0.3451,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.15393,  0.66992,  1.00,  1.00,  1.00,  1.00
2425, 11915,  8.0271,  7.106,  154.27185,  0.21176,  0.9098,  0.49412,  0.50196,  0.90588,  0.78039,  0.43529,  0.00, 1, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.15393,  0.5835,  1.00,  1.00,  1.00,  1.00
2426, 11914,  7.12133,  7.97354,  153.23972,  0.19608,  0.89412,  0.49804,  0.50196,  0.87843,  0.78824,  0.34902,  0.00, 1, 0, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.35034,  0.66748,  1.00,  1.00,  1.00,  1.00
2427, 11913,  7.94156,  6.94466,  153.20831,  0.21176,  0.90196,  0.56863,  0.50196,  0.87451,  0.79216,  0.3451,  0.00, 1, 0, 0, 0,  0.80392,  0.19608,  0.00,  0.00,  0.15393,  0.66992,  1.00,  1.00,  1.00,  1.00
2428, 11915,  8.0271,  7.106,  154.27185,  0.21176,  0.9098,  0.49412,  0.50196,  0.90588,  0.78039,  0.43529,  0.00, 1, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.15393,  0.5835,  1.00,  1.00,  1.00,  1.00
2429, 11914,  7.12133,  7.97354,  153.23972,  0.19608,  0.89412,  0.49804,  0.50196,  0.87843,  0.78824,  0.34902,  0.00, 1, 0, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.35034,  0.66748,  1.00,  1.00,  1.00,  1.00
2430, 11916,  7.2137,  8.40739,  154.51682,  0.22745,  0.91765,  0.47843,  0.50196,  0.91765,  0.76471,  0.44314,  0.00, 1, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.35034,  0.56201,  1.00,  1.00,  1.00,  1.00
2431, 11914,  7.12133,  7.97354,  153.23972,  0.19608,  0.89412,  0.49804,  0.50196,  0.87843,  0.78824,  0.34902,  0.00, 1, 0, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.35034,  0.66748,  1.00,  1.00,  1.00,  1.00
2432, 11915,  8.0271,  7.106,  154.27185,  0.21176,  0.9098,  0.49412,  0.50196,  0.90588,  0.78039,  0.43529,  0.00, 1, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.15393,  0.5835,  1.00,  1.00,  1.00,  1.00
2433, 11916,  7.2137,  8.40739,  154.51682,  0.22745,  0.91765,  0.47843,  0.50196,  0.91765,  0.76471,  0.44314,  0.00, 1, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.35034,  0.56201,  1.00,  1.00,  1.00,  1.00
2434, 11914,  7.12133,  7.97354,  153.23972,  0.19608,  0.89412,  0.49804,  0.50196,  0.87843,  0.78824,  0.34902,  0.00, 1, 0, 0, 0,  0.87059,  0.12941,  0.00,  0.00,  0.35034,  0.66748,  1.00,  1.00,  1.00,  1.00
2435, 11915,  8.0271,  7.106,  154.27185,  0.21176,  0.9098,  0.49412,  0.50196,  0.90588,  0.78039,  0.43529,  0.00, 1, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.15393,  0.5835,  1.00,  1.00,  1.00,  1.00
2436, 11915,  8.0271,  7.106,  154.27185,  0.21176,  0.9098,  0.49412,  0.50196,  0.90588,  0.78039,  0.43529,  0.00, 1, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.15393,  0.5835,  1.00,  1.00,  1.00,  1.00
2437, 11917,  7.97947,  7.21475,  155.39394,  0.24314,  0.92549,  0.45098,  0.50196,  0.92549,  0.75686,  0.49412,  0.00, 1, 0, 0, 0,  0.59608,  0.40392,  0.00,  0.00,  0.15393,  0.49731,  1.00,  1.00,  1.00,  1.00
2438, 11916,  7.2137,  8.40739,  154.51682,  0.22745,  0.91765,  0.47843,  0.50196,  0.91765,  0.76471,  0.44314,  0.00, 1, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.35034,  0.56201,  1.00,  1.00,  1.00,  1.00
2439, 11915,  8.0271,  7.106,  154.27185,  0.21176,  0.9098,  0.49412,  0.50196,  0.90588,  0.78039,  0.43529,  0.00, 1, 0, 0, 0,  0.70196,  0.29804,  0.00,  0.00,  0.15393,  0.5835,  1.00,  1.00,  1.00,  1.00
2440, 11917,  7.97947,  7.21475,  155.39394,  0.24314,  0.92549,  0.45098,  0.50196,  0.92549,  0.75686,  0.49412,  0.00, 1, 0, 0, 0,  0.59608,  0.40392,  0.00,  0.00,  0.15393,  0.49731,  1.00,  1.00,  1.00,  1.00
2441, 11916,  7.2137,  8.40739,  154.51682,  0.22745,  0.91765,  0.47843,  0.50196,  0.91765,  0.76471,  0.44314,  0.00, 1, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.35034,  0.56201,  1.00,  1.00,  1.00,  1.00
2442, 11918,  7.08849,  8.73361,  155.98898,  0.24314,  0.92157,  0.42745,  0.50196,  0.92549,  0.75686,  0.52941,  0.00, 1, 0, 0, 0,  0.6902,  0.3098,  0.00,  0.00,  0.35034,  0.43066,  1.00,  1.00,  1.00,  1.00
2443, 11916,  7.2137,  8.40739,  154.51682,  0.22745,  0.91765,  0.47843,  0.50196,  0.91765,  0.76471,  0.44314,  0.00, 1, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.35034,  0.56201,  1.00,  1.00,  1.00,  1.00
2444, 11917,  7.97947,  7.21475,  155.39394,  0.24314,  0.92549,  0.45098,  0.50196,  0.92549,  0.75686,  0.49412,  0.00, 1, 0, 0, 0,  0.59608,  0.40392,  0.00,  0.00,  0.15393,  0.49731,  1.00,  1.00,  1.00,  1.00
2445, 11918,  7.08849,  8.73361,  155.98898,  0.24314,  0.92157,  0.42745,  0.50196,  0.92549,  0.75686,  0.52941,  0.00, 1, 0, 0, 0,  0.6902,  0.3098,  0.00,  0.00,  0.35034,  0.43066,  1.00,  1.00,  1.00,  1.00
2446, 11916,  7.2137,  8.40739,  154.51682,  0.22745,  0.91765,  0.47843,  0.50196,  0.91765,  0.76471,  0.44314,  0.00, 1, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.35034,  0.56201,  1.00,  1.00,  1.00,  1.00
2447, 11917,  7.97947,  7.21475,  155.39394,  0.24314,  0.92549,  0.45098,  0.50196,  0.92549,  0.75686,  0.49412,  0.00, 1, 0, 0, 0,  0.59608,  0.40392,  0.00,  0.00,  0.15393,  0.49731,  1.00,  1.00,  1.00,  1.00
2448, 11917,  7.97947,  7.21475,  155.39394,  0.24314,  0.92549,  0.45098,  0.50196,  0.92549,  0.75686,  0.49412,  0.00, 1, 0, 0, 0,  0.59608,  0.40392,  0.00,  0.00,  0.15393,  0.49731,  1.00,  1.00,  1.00,  1.00
2449, 11919,  7.83096,  7.38445,  156.58061,  0.24706,  0.92157,  0.41176,  0.50196,  0.92549,  0.75686,  0.53725,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.15393,  0.40405,  1.00,  1.00,  1.00,  1.00
2450, 11918,  7.08849,  8.73361,  155.98898,  0.24314,  0.92157,  0.42745,  0.50196,  0.92549,  0.75686,  0.52941,  0.00, 1, 0, 0, 0,  0.6902,  0.3098,  0.00,  0.00,  0.35034,  0.43066,  1.00,  1.00,  1.00,  1.00
2451, 11917,  7.97947,  7.21475,  155.39394,  0.24314,  0.92549,  0.45098,  0.50196,  0.92549,  0.75686,  0.49412,  0.00, 1, 0, 0, 0,  0.59608,  0.40392,  0.00,  0.00,  0.15393,  0.49731,  1.00,  1.00,  1.00,  1.00
2452, 11919,  7.83096,  7.38445,  156.58061,  0.24706,  0.92157,  0.41176,  0.50196,  0.92549,  0.75686,  0.53725,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.15393,  0.40405,  1.00,  1.00,  1.00,  1.00
2453, 11918,  7.08849,  8.73361,  155.98898,  0.24314,  0.92157,  0.42745,  0.50196,  0.92549,  0.75686,  0.52941,  0.00, 1, 0, 0, 0,  0.6902,  0.3098,  0.00,  0.00,  0.35034,  0.43066,  1.00,  1.00,  1.00,  1.00
2454, 11920,  6.8137,  8.83292,  157.19368,  0.23922,  0.91765,  0.40784,  0.50196,  0.91765,  0.76863,  0.54902,  0.00, 0, 1, 0, 0,  0.71765,  0.28235,  0.00,  0.00,  0.35034,  0.33105,  1.00,  1.00,  1.00,  1.00
2455, 11918,  7.08849,  8.73361,  155.98898,  0.24314,  0.92157,  0.42745,  0.50196,  0.92549,  0.75686,  0.52941,  0.00, 1, 0, 0, 0,  0.6902,  0.3098,  0.00,  0.00,  0.35034,  0.43066,  1.00,  1.00,  1.00,  1.00
2456, 11919,  7.83096,  7.38445,  156.58061,  0.24706,  0.92157,  0.41176,  0.50196,  0.92549,  0.75686,  0.53725,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.15393,  0.40405,  1.00,  1.00,  1.00,  1.00
2457, 11920,  6.8137,  8.83292,  157.19368,  0.23922,  0.91765,  0.40784,  0.50196,  0.91765,  0.76863,  0.54902,  0.00, 0, 1, 0, 0,  0.71765,  0.28235,  0.00,  0.00,  0.35034,  0.33105,  1.00,  1.00,  1.00,  1.00
2458, 11918,  7.08849,  8.73361,  155.98898,  0.24314,  0.92157,  0.42745,  0.50196,  0.92549,  0.75686,  0.52941,  0.00, 1, 0, 0, 0,  0.6902,  0.3098,  0.00,  0.00,  0.35034,  0.43066,  1.00,  1.00,  1.00,  1.00
2459, 11919,  7.83096,  7.38445,  156.58061,  0.24706,  0.92157,  0.41176,  0.50196,  0.92549,  0.75686,  0.53725,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.15393,  0.40405,  1.00,  1.00,  1.00,  1.00
2460, 11919,  7.83096,  7.38445,  156.58061,  0.24706,  0.92157,  0.41176,  0.50196,  0.92549,  0.75686,  0.53725,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.15393,  0.40405,  1.00,  1.00,  1.00,  1.00
2461, 11921,  7.55473,  7.62094,  157.69829,  0.23529,  0.9098,  0.39216,  0.50196,  0.91373,  0.77255,  0.53725,  0.00, 0, 1, 0, 0,  0.72549,  0.27451,  0.00,  0.00,  0.15393,  0.31299,  1.00,  1.00,  1.00,  1.00
2462, 11920,  6.8137,  8.83292,  157.19368,  0.23922,  0.91765,  0.40784,  0.50196,  0.91765,  0.76863,  0.54902,  0.00, 0, 1, 0, 0,  0.71765,  0.28235,  0.00,  0.00,  0.35034,  0.33105,  1.00,  1.00,  1.00,  1.00
2463, 11919,  7.83096,  7.38445,  156.58061,  0.24706,  0.92157,  0.41176,  0.50196,  0.92549,  0.75686,  0.53725,  0.00, 0, 1, 0, 0,  0.52157,  0.47843,  0.00,  0.00,  0.15393,  0.40405,  1.00,  1.00,  1.00,  1.00
2464, 11921,  7.55473,  7.62094,  157.69829,  0.23529,  0.9098,  0.39216,  0.50196,  0.91373,  0.77255,  0.53725,  0.00, 0, 1, 0, 0,  0.72549,  0.27451,  0.00,  0.00,  0.15393,  0.31299,  1.00,  1.00,  1.00,  1.00
2465, 11920,  6.8137,  8.83292,  157.19368,  0.23922,  0.91765,  0.40784,  0.50196,  0.91765,  0.76863,  0.54902,  0.00, 0, 1, 0, 0,  0.71765,  0.28235,  0.00,  0.00,  0.35034,  0.33105,  1.00,  1.00,  1.00,  1.00
2466, 11922,  6.54474,  9.06387,  158.40208,  0.23529,  0.90588,  0.38039,  0.50196,  0.9098,  0.77647,  0.55294,  0.00, 0, 1, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.35034,  0.23059,  1.00,  1.00,  1.00,  1.00
2467, 11920,  6.8137,  8.83292,  157.19368,  0.23922,  0.91765,  0.40784,  0.50196,  0.91765,  0.76863,  0.54902,  0.00, 0, 1, 0, 0,  0.71765,  0.28235,  0.00,  0.00,  0.35034,  0.33105,  1.00,  1.00,  1.00,  1.00
2468, 11921,  7.55473,  7.62094,  157.69829,  0.23529,  0.9098,  0.39216,  0.50196,  0.91373,  0.77255,  0.53725,  0.00, 0, 1, 0, 0,  0.72549,  0.27451,  0.00,  0.00,  0.15393,  0.31299,  1.00,  1.00,  1.00,  1.00
2469, 11922,  6.54474,  9.06387,  158.40208,  0.23529,  0.90588,  0.38039,  0.50196,  0.9098,  0.77647,  0.55294,  0.00, 0, 1, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.35034,  0.23059,  1.00,  1.00,  1.00,  1.00
2470, 11920,  6.8137,  8.83292,  157.19368,  0.23922,  0.91765,  0.40784,  0.50196,  0.91765,  0.76863,  0.54902,  0.00, 0, 1, 0, 0,  0.71765,  0.28235,  0.00,  0.00,  0.35034,  0.33105,  1.00,  1.00,  1.00,  1.00
2471, 11921,  7.55473,  7.62094,  157.69829,  0.23529,  0.9098,  0.39216,  0.50196,  0.91373,  0.77255,  0.53725,  0.00, 0, 1, 0, 0,  0.72549,  0.27451,  0.00,  0.00,  0.15393,  0.31299,  1.00,  1.00,  1.00,  1.00
2472, 11921,  7.55473,  7.62094,  157.69829,  0.23529,  0.9098,  0.39216,  0.50196,  0.91373,  0.77255,  0.53725,  0.00, 0, 1, 0, 0,  0.72549,  0.27451,  0.00,  0.00,  0.15393,  0.31299,  1.00,  1.00,  1.00,  1.00
2473, 11923,  7.22673,  7.98806,  158.85959,  0.23529,  0.90196,  0.36078,  0.50196,  0.90588,  0.78039,  0.5451,  0.00, 0, 1, 0, 0,  0.90588,  0.09412,  0.00,  0.00,  0.15393,  0.22339,  1.00,  1.00,  1.00,  1.00
2474, 11922,  6.54474,  9.06387,  158.40208,  0.23529,  0.90588,  0.38039,  0.50196,  0.9098,  0.77647,  0.55294,  0.00, 0, 1, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.35034,  0.23059,  1.00,  1.00,  1.00,  1.00
2475, 11921,  7.55473,  7.62094,  157.69829,  0.23529,  0.9098,  0.39216,  0.50196,  0.91373,  0.77255,  0.53725,  0.00, 0, 1, 0, 0,  0.72549,  0.27451,  0.00,  0.00,  0.15393,  0.31299,  1.00,  1.00,  1.00,  1.00
2476, 11923,  7.22673,  7.98806,  158.85959,  0.23529,  0.90196,  0.36078,  0.50196,  0.90588,  0.78039,  0.5451,  0.00, 0, 1, 0, 0,  0.90588,  0.09412,  0.00,  0.00,  0.15393,  0.22339,  1.00,  1.00,  1.00,  1.00
2477, 11922,  6.54474,  9.06387,  158.40208,  0.23529,  0.90588,  0.38039,  0.50196,  0.9098,  0.77647,  0.55294,  0.00, 0, 1, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.35034,  0.23059,  1.00,  1.00,  1.00,  1.00
2478, 11924,  5.87881,  9.59616,  160.08325,  0.22745,  0.89412,  0.35294,  0.50196,  0.89804,  0.79216,  0.55294,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.12927,  1.00,  1.00,  1.00,  1.00
2479, 11922,  6.54474,  9.06387,  158.40208,  0.23529,  0.90588,  0.38039,  0.50196,  0.9098,  0.77647,  0.55294,  0.00, 0, 1, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.35034,  0.23059,  1.00,  1.00,  1.00,  1.00
2480, 11923,  7.22673,  7.98806,  158.85959,  0.23529,  0.90196,  0.36078,  0.50196,  0.90588,  0.78039,  0.5451,  0.00, 0, 1, 0, 0,  0.90588,  0.09412,  0.00,  0.00,  0.15393,  0.22339,  1.00,  1.00,  1.00,  1.00
2481, 11924,  5.87881,  9.59616,  160.08325,  0.22745,  0.89412,  0.35294,  0.50196,  0.89804,  0.79216,  0.55294,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.12927,  1.00,  1.00,  1.00,  1.00
2482, 11922,  6.54474,  9.06387,  158.40208,  0.23529,  0.90588,  0.38039,  0.50196,  0.9098,  0.77647,  0.55294,  0.00, 0, 1, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.35034,  0.23059,  1.00,  1.00,  1.00,  1.00
2483, 11923,  7.22673,  7.98806,  158.85959,  0.23529,  0.90196,  0.36078,  0.50196,  0.90588,  0.78039,  0.5451,  0.00, 0, 1, 0, 0,  0.90588,  0.09412,  0.00,  0.00,  0.15393,  0.22339,  1.00,  1.00,  1.00,  1.00
2484, 11923,  7.22673,  7.98806,  158.85959,  0.23529,  0.90196,  0.36078,  0.50196,  0.90588,  0.78039,  0.5451,  0.00, 0, 1, 0, 0,  0.90588,  0.09412,  0.00,  0.00,  0.15393,  0.22339,  1.00,  1.00,  1.00,  1.00
2485, 11925,  6.65451,  8.45612,  160.59079,  0.21176,  0.8902,  0.38431,  0.50196,  0.89412,  0.80,  0.54118,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.15393,  0.12683,  1.00,  1.00,  1.00,  1.00
2486, 11924,  5.87881,  9.59616,  160.08325,  0.22745,  0.89412,  0.35294,  0.50196,  0.89804,  0.79216,  0.55294,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.12927,  1.00,  1.00,  1.00,  1.00
2487, 11923,  7.22673,  7.98806,  158.85959,  0.23529,  0.90196,  0.36078,  0.50196,  0.90588,  0.78039,  0.5451,  0.00, 0, 1, 0, 0,  0.90588,  0.09412,  0.00,  0.00,  0.15393,  0.22339,  1.00,  1.00,  1.00,  1.00
2488, 11925,  6.65451,  8.45612,  160.59079,  0.21176,  0.8902,  0.38431,  0.50196,  0.89412,  0.80,  0.54118,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.15393,  0.12683,  1.00,  1.00,  1.00,  1.00
2489, 11924,  5.87881,  9.59616,  160.08325,  0.22745,  0.89412,  0.35294,  0.50196,  0.89804,  0.79216,  0.55294,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.12927,  1.00,  1.00,  1.00,  1.00
2490, 11926,  4.9564,  10.39991,  162.77107,  0.18824,  0.87843,  0.40392,  0.50196,  0.88235,  0.81569,  0.51373,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.00233,  1.00,  1.00,  1.00,  1.00
2491, 11924,  5.87881,  9.59616,  160.08325,  0.22745,  0.89412,  0.35294,  0.50196,  0.89804,  0.79216,  0.55294,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.12927,  1.00,  1.00,  1.00,  1.00
2492, 11925,  6.65451,  8.45612,  160.59079,  0.21176,  0.8902,  0.38431,  0.50196,  0.89412,  0.80,  0.54118,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.15393,  0.12683,  1.00,  1.00,  1.00,  1.00
2493, 11926,  4.9564,  10.39991,  162.77107,  0.18824,  0.87843,  0.40392,  0.50196,  0.88235,  0.81569,  0.51373,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.00233,  1.00,  1.00,  1.00,  1.00
2494, 11924,  5.87881,  9.59616,  160.08325,  0.22745,  0.89412,  0.35294,  0.50196,  0.89804,  0.79216,  0.55294,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.35034,  0.12927,  1.00,  1.00,  1.00,  1.00
2495, 11925,  6.65451,  8.45612,  160.59079,  0.21176,  0.8902,  0.38431,  0.50196,  0.89412,  0.80,  0.54118,  0.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.15393,  0.12683,  1.00,  1.00,  1.00,  1.00
