VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE3.x, in_ATTRIBUTE3.y, in_ATTRIBUTE3.z, in_ATTRIBUTE3.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE4.z, in_ATTRIBUTE4.w
25537, 7495,  14.82495,  9.27361,  97.48853, 6, 9, 0, 0,  0.60,  0.40,  0.00,  0.00
25538, 7488,  11.05461,  11.99587,  96.28596, 6, 9, 0, 0,  0.55686,  0.44314,  0.00,  0.00
25539, 7524,  20.11765, -2.40238,  86.32659, 9, 19, 0, 0,  0.83922,  0.16078,  0.00,  0.00
25540, 7520,  17.86213, -0.58035,  93.1972, 9, 19, 0, 0,  0.76471,  0.23529,  0.00,  0.00
25541, 7521,  18.06214,  3.92804,  92.37295, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25542, 7520,  17.86213, -0.58035,  93.1972, 9, 19, 0, 0,  0.76471,  0.23529,  0.00,  0.00
25543, 7524,  20.11765, -2.40238,  86.32659, 9, 19, 0, 0,  0.83922,  0.16078,  0.00,  0.00
25544, 7522,  17.42076, -6.93938,  86.79604, 19, 9, 0, 0,  0.63137,  0.36863,  0.00,  0.00
25545, 7525,  20.62569,  2.54001,  85.5769, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25546, 7521,  18.06214,  3.92804,  92.37295, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25547, 7523,  16.59937,  8.28084,  91.09837, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25548, 7521,  18.06214,  3.92804,  92.37295, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25549, 7525,  20.62569,  2.54001,  85.5769, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25550, 7524,  20.11765, -2.40238,  86.32659, 9, 19, 0, 0,  0.83922,  0.16078,  0.00,  0.00
25551, 7488,  11.05461,  11.99587,  96.28596, 6, 9, 0, 0,  0.55686,  0.44314,  0.00,  0.00
25552, 7526,  12.93659,  11.79552,  89.87745, 10, 9, 0, 0,  0.6549,  0.3451,  0.00,  0.00
25553, 7523,  16.59937,  8.28084,  91.09837, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25554, 7526,  12.93659,  11.79552,  89.87745, 10, 9, 0, 0,  0.6549,  0.3451,  0.00,  0.00
25555, 7488,  11.05461,  11.99587,  96.28596, 6, 9, 0, 0,  0.55686,  0.44314,  0.00,  0.00
25556, 7484,  5.95206,  15.01126,  96.18314, 6, 9, 0, 0,  0.55686,  0.44314,  0.00,  0.00
25557, 7484,  5.95206,  15.01126,  96.18314, 6, 9, 0, 0,  0.55686,  0.44314,  0.00,  0.00
25558, 7527,  7.49731,  15.59519,  89.3763, 10, 9, 0, 0,  0.78824,  0.21176,  0.00,  0.00
25559, 7526,  12.93659,  11.79552,  89.87745, 10, 9, 0, 0,  0.6549,  0.3451,  0.00,  0.00
25560, 7528,  18.93136,  7.44956,  84.19765, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25561, 7523,  16.59937,  8.28084,  91.09837, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25562, 7526,  12.93659,  11.79552,  89.87745, 10, 9, 0, 0,  0.6549,  0.3451,  0.00,  0.00
25563, 7523,  16.59937,  8.28084,  91.09837, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25564, 7528,  18.93136,  7.44956,  84.19765, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25565, 7525,  20.62569,  2.54001,  85.5769, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25566, 7529,  15.22396,  11.86743,  82.91895, 10, 9, 0, 0,  0.65098,  0.34902,  0.00,  0.00
25567, 7526,  12.93659,  11.79552,  89.87745, 10, 9, 0, 0,  0.6549,  0.3451,  0.00,  0.00
25568, 7527,  7.49731,  15.59519,  89.3763, 10, 9, 0, 0,  0.78824,  0.21176,  0.00,  0.00
25569, 7526,  12.93659,  11.79552,  89.87745, 10, 9, 0, 0,  0.6549,  0.3451,  0.00,  0.00
25570, 7529,  15.22396,  11.86743,  82.91895, 10, 9, 0, 0,  0.65098,  0.34902,  0.00,  0.00
25571, 7528,  18.93136,  7.44956,  84.19765, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25572, 7527,  7.49731,  15.59519,  89.3763, 10, 9, 0, 0,  0.78824,  0.21176,  0.00,  0.00
25573, 7530,  9.26216,  16.13186,  82.33846, 10, 9, 0, 0,  0.82353,  0.17647,  0.00,  0.00
25574, 7529,  15.22396,  11.86743,  82.91895, 10, 9, 0, 0,  0.65098,  0.34902,  0.00,  0.00
25575, 7531,  18.92631,  12.33631,  72.61221, 15, 16, 0, 0,  0.61176,  0.38824,  0.00,  0.00
25576, 7529,  15.22396,  11.86743,  82.91895, 10, 9, 0, 0,  0.65098,  0.34902,  0.00,  0.00
25577, 7530,  9.26216,  16.13186,  82.33846, 10, 9, 0, 0,  0.82353,  0.17647,  0.00,  0.00
25578, 7530,  9.26216,  16.13186,  82.33846, 10, 9, 0, 0,  0.82353,  0.17647,  0.00,  0.00
25579, 7532,  12.2432,  16.87248,  71.80305, 15, 16, 0, 0,  0.83137,  0.16863,  0.00,  0.00
25580, 7531,  18.92631,  12.33631,  72.61221, 15, 16, 0, 0,  0.61176,  0.38824,  0.00,  0.00
25581, 7533,  22.90498,  6.34315,  73.97739, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25582, 7528,  18.93136,  7.44956,  84.19765, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25583, 7529,  15.22396,  11.86743,  82.91895, 10, 9, 0, 0,  0.65098,  0.34902,  0.00,  0.00
25584, 7529,  15.22396,  11.86743,  82.91895, 10, 9, 0, 0,  0.65098,  0.34902,  0.00,  0.00
25585, 7531,  18.92631,  12.33631,  72.61221, 15, 16, 0, 0,  0.61176,  0.38824,  0.00,  0.00
25586, 7533,  22.90498,  6.34315,  73.97739, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25587, 7534,  23.43624,  12.65005,  58.92387, 15, 16, 0, 0,  0.51765,  0.48235,  0.00,  0.00
25588, 7531,  18.92631,  12.33631,  72.61221, 15, 16, 0, 0,  0.61176,  0.38824,  0.00,  0.00
25589, 7532,  12.2432,  16.87248,  71.80305, 15, 16, 0, 0,  0.83137,  0.16863,  0.00,  0.00
25590, 7533,  22.90498,  6.34315,  73.97739, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25591, 7531,  18.92631,  12.33631,  72.61221, 15, 16, 0, 0,  0.61176,  0.38824,  0.00,  0.00
25592, 7534,  23.43624,  12.65005,  58.92387, 15, 16, 0, 0,  0.51765,  0.48235,  0.00,  0.00
25593, 7532,  12.2432,  16.87248,  71.80305, 15, 16, 0, 0,  0.83137,  0.16863,  0.00,  0.00
25594, 7535,  16.31142,  17.9726,  57.71997, 14, 16, 0, 0,  0.83137,  0.16863,  0.00,  0.00
25595, 7534,  23.43624,  12.65005,  58.92387, 15, 16, 0, 0,  0.51765,  0.48235,  0.00,  0.00
25596, 7528,  18.93136,  7.44956,  84.19765, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25597, 7533,  22.90498,  6.34315,  73.97739, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25598, 7536,  24.91414,  0.58408,  75.54697, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25599, 7536,  24.91414,  0.58408,  75.54697, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25600, 7525,  20.62569,  2.54001,  85.5769, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25601, 7528,  18.93136,  7.44956,  84.19765, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25602, 7537,  27.08761,  13.32995,  43.58126, 13, 14, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25603, 7534,  23.43624,  12.65005,  58.92387, 15, 16, 0, 0,  0.51765,  0.48235,  0.00,  0.00
25604, 7535,  16.31142,  17.9726,  57.71997, 14, 16, 0, 0,  0.83137,  0.16863,  0.00,  0.00
25605, 7535,  16.31142,  17.9726,  57.71997, 14, 16, 0, 0,  0.83137,  0.16863,  0.00,  0.00
25606, 7538,  20.2512,  18.9559,  42.18312, 14, 13, 0, 0,  0.81961,  0.18039,  0.00,  0.00
25607, 7537,  27.08761,  13.32995,  43.58126, 13, 14, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25608, 7537,  27.08761,  13.32995,  43.58126, 13, 14, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25609, 7538,  20.2512,  18.9559,  42.18312, 14, 13, 0, 0,  0.81961,  0.18039,  0.00,  0.00
25610, 7539,  24.11046,  19.78639,  26.90239, 11, 13, 0, 0,  0.79608,  0.20392,  0.00,  0.00
25611, 7525,  20.62569,  2.54001,  85.5769, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25612, 7536,  24.91414,  0.58408,  75.54697, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25613, 7540,  23.81756, -5.28315,  76.19962, 16, 18, 0, 0,  0.8549,  0.1451,  0.00,  0.00
25614, 7540,  23.81756, -5.28315,  76.19962, 16, 18, 0, 0,  0.8549,  0.1451,  0.00,  0.00
25615, 7524,  20.11765, -2.40238,  86.32659, 9, 19, 0, 0,  0.83922,  0.16078,  0.00,  0.00
25616, 7525,  20.62569,  2.54001,  85.5769, 9, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25617, 7522,  17.42076, -6.93938,  86.79604, 19, 9, 0, 0,  0.63137,  0.36863,  0.00,  0.00
25618, 7524,  20.11765, -2.40238,  86.32659, 9, 19, 0, 0,  0.83922,  0.16078,  0.00,  0.00
25619, 7540,  23.81756, -5.28315,  76.19962, 16, 18, 0, 0,  0.8549,  0.1451,  0.00,  0.00
25620, 7539,  24.11046,  19.78639,  26.90239, 11, 13, 0, 0,  0.79608,  0.20392,  0.00,  0.00
25621, 7541,  30.10862,  15.60374,  27.25662, 13, 14, 11, 0,  0.61961,  0.36471,  0.01569,  0.00
25622, 7537,  27.08761,  13.32995,  43.58126, 13, 14, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25623, 7541,  30.10862,  15.60374,  27.25662, 13, 14, 11, 0,  0.61961,  0.36471,  0.01569,  0.00
25624, 7539,  24.11046,  19.78639,  26.90239, 11, 13, 0, 0,  0.79608,  0.20392,  0.00,  0.00
25625, 7542,  26.52182,  20.37107,  18.05804, 11, 12, 0, 0,  0.78824,  0.21176,  0.00,  0.00
25626, 7540,  23.81756, -5.28315,  76.19962, 16, 18, 0, 0,  0.8549,  0.1451,  0.00,  0.00
25627, 7543,  20.13403, -9.87664,  76.24635, 18, 16, 0, 0,  0.52549,  0.47451,  0.00,  0.00
25628, 7522,  17.42076, -6.93938,  86.79604, 19, 9, 0, 0,  0.63137,  0.36863,  0.00,  0.00
25629, 7542,  26.52182,  20.37107,  18.05804, 11, 12, 0, 0,  0.78824,  0.21176,  0.00,  0.00
25630, 7544,  32.05236,  16.51298,  18.12539, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25631, 7541,  30.10862,  15.60374,  27.25662, 13, 14, 11, 0,  0.61961,  0.36471,  0.01569,  0.00
25632, 7544,  32.05236,  16.51298,  18.12539, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25633, 7542,  26.52182,  20.37107,  18.05804, 11, 12, 0, 0,  0.78824,  0.21176,  0.00,  0.00
25634, 7545,  28.71115,  20.90193,  10.02805, 11, 12, 0, 0,  0.77255,  0.22745,  0.00,  0.00
25635, 7537,  27.08761,  13.32995,  43.58126, 13, 14, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25636, 7541,  30.10862,  15.60374,  27.25662, 13, 14, 11, 0,  0.61961,  0.36471,  0.01569,  0.00
25637, 7546,  32.85636,  12.68761,  27.47103, 13, 14, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25638, 7546,  32.85636,  12.68761,  27.47103, 13, 14, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25639, 7541,  30.10862,  15.60374,  27.25662, 13, 14, 11, 0,  0.61961,  0.36471,  0.01569,  0.00
25640, 7544,  32.05236,  16.51298,  18.12539, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25641, 7545,  28.71115,  20.90193,  10.02805, 11, 12, 0, 0,  0.77255,  0.22745,  0.00,  0.00
25642, 7547,  33.73061,  17.29803,  10.24138, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25643, 7544,  32.05236,  16.51298,  18.12539, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25644, 7547,  33.73061,  17.29803,  10.24138, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25645, 7545,  28.71115,  20.90193,  10.02805, 11, 12, 0, 0,  0.77255,  0.22745,  0.00,  0.00
25646, 7548,  31.00354,  21.50826, -0.56562, 11, 12, 0, 0,  0.76078,  0.23922,  0.00,  0.00
25647, 7548,  31.00354,  21.50826, -0.56562, 11, 12, 0, 0,  0.76078,  0.23922,  0.00,  0.00
25648, 7549,  35.49799,  19.03866, -0.56966, 12, 11, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25649, 7547,  33.73061,  17.29803,  10.24138, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25650, 7550,  36.13028,  12.9872,  18.18693, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25651, 7544,  32.05236,  16.51298,  18.12539, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25652, 7547,  33.73061,  17.29803,  10.24138, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25653, 7544,  32.05236,  16.51298,  18.12539, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25654, 7550,  36.13028,  12.9872,  18.18693, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25655, 7546,  32.85636,  12.68761,  27.47103, 13, 14, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25656, 7551,  38.84635,  13.23573,  10.48484, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25657, 7547,  33.73061,  17.29803,  10.24138, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25658, 7549,  35.49799,  19.03866, -0.56966, 12, 11, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25659, 7547,  33.73061,  17.29803,  10.24138, 12, 11, 0, 0,  0.60392,  0.39608,  0.00,  0.00
25660, 7551,  38.84635,  13.23573,  10.48484, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25661, 7550,  36.13028,  12.9872,  18.18693, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25662, 7549,  35.49799,  19.03866, -0.56966, 12, 11, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25663, 7552,  42.34581,  13.579, -0.44537, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25664, 7551,  38.84635,  13.23573,  10.48484, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25665, 7553,  37.14893,  11.28177,  18.2167, 12, 11, 0, 0,  0.88627,  0.11373,  0.00,  0.00
25666, 7550,  36.13028,  12.9872,  18.18693, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25667, 7551,  38.84635,  13.23573,  10.48484, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25668, 7553,  37.14893,  11.28177,  18.2167, 12, 11, 0, 0,  0.88627,  0.11373,  0.00,  0.00
25669, 7546,  32.85636,  12.68761,  27.47103, 13, 14, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25670, 7550,  36.13028,  12.9872,  18.18693, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25671, 7554,  40.69528,  10.12031,  10.57115, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25672, 7551,  38.84635,  13.23573,  10.48484, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25673, 7552,  42.34581,  13.579, -0.44537, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25674, 7551,  38.84635,  13.23573,  10.48484, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25675, 7554,  40.69528,  10.12031,  10.57115, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25676, 7553,  37.14893,  11.28177,  18.2167, 12, 11, 0, 0,  0.88627,  0.11373,  0.00,  0.00
25677, 7552,  42.34581,  13.579, -0.44537, 12, 11, 0, 0,  0.84706,  0.15294,  0.00,  0.00
25678, 7555,  44.5508,  9.8871, -0.40933, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25679, 7554,  40.69528,  10.12031,  10.57115, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25680, 7556,  37.00146,  5.9804,  27.83191, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25681, 7546,  32.85636,  12.68761,  27.47103, 13, 14, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25682, 7553,  37.14893,  11.28177,  18.2167, 12, 11, 0, 0,  0.88627,  0.11373,  0.00,  0.00
25683, 7557,  42.70449,  4.43341,  10.7116, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25684, 7554,  40.69528,  10.12031,  10.57115, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25685, 7555,  44.5508,  9.8871, -0.40933, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25686, 7555,  44.5508,  9.8871, -0.40933, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25687, 7558,  46.65794,  3.58684, -0.38239, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25688, 7557,  42.70449,  4.43341,  10.7116, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25689, 7553,  37.14893,  11.28177,  18.2167, 12, 11, 0, 0,  0.88627,  0.11373,  0.00,  0.00
25690, 7554,  40.69528,  10.12031,  10.57115, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25691, 7559,  39.04789,  8.27396,  18.26921, 12, 10, 11, 0,  0.90196,  0.08627,  0.01176,  0.00
25692, 7553,  37.14893,  11.28177,  18.2167, 12, 11, 0, 0,  0.88627,  0.11373,  0.00,  0.00
25693, 7559,  39.04789,  8.27396,  18.26921, 12, 10, 11, 0,  0.90196,  0.08627,  0.01176,  0.00
25694, 7556,  37.00146,  5.9804,  27.83191, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25695, 7560,  40.16861,  5.12128,  18.32424, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25696, 7559,  39.04789,  8.27396,  18.26921, 12, 10, 11, 0,  0.90196,  0.08627,  0.01176,  0.00
25697, 7554,  40.69528,  10.12031,  10.57115, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25698, 7556,  37.00146,  5.9804,  27.83191, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25699, 7559,  39.04789,  8.27396,  18.26921, 12, 10, 11, 0,  0.90196,  0.08627,  0.01176,  0.00
25700, 7560,  40.16861,  5.12128,  18.32424, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25701, 7554,  40.69528,  10.12031,  10.57115, 12, 11, 0, 0,  0.89412,  0.10588,  0.00,  0.00
25702, 7557,  42.70449,  4.43341,  10.7116, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25703, 7560,  40.16861,  5.12128,  18.32424, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25704, 7546,  32.85636,  12.68761,  27.47103, 13, 14, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25705, 7556,  37.00146,  5.9804,  27.83191, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25706, 7561,  31.67988,  7.22765,  45.15411, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25707, 7561,  31.67988,  7.22765,  45.15411, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25708, 7537,  27.08761,  13.32995,  43.58126, 13, 14, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25709, 7546,  32.85636,  12.68761,  27.47103, 13, 14, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25710, 7534,  23.43624,  12.65005,  58.92387, 15, 16, 0, 0,  0.51765,  0.48235,  0.00,  0.00
25711, 7537,  27.08761,  13.32995,  43.58126, 13, 14, 0, 0,  0.58431,  0.41569,  0.00,  0.00
25712, 7561,  31.67988,  7.22765,  45.15411, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25713, 7562,  41.3782, -0.41888,  28.26318, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25714, 7556,  37.00146,  5.9804,  27.83191, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25715, 7560,  40.16861,  5.12128,  18.32424, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25716, 7563,  28.31193,  4.14631,  60.73415, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25717, 7534,  23.43624,  12.65005,  58.92387, 15, 16, 0, 0,  0.51765,  0.48235,  0.00,  0.00
25718, 7561,  31.67988,  7.22765,  45.15411, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25719, 7534,  23.43624,  12.65005,  58.92387, 15, 16, 0, 0,  0.51765,  0.48235,  0.00,  0.00
25720, 7563,  28.31193,  4.14631,  60.73415, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25721, 7533,  22.90498,  6.34315,  73.97739, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25722, 7564,  34.23243,  2.11577,  46.21087, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25723, 7561,  31.67988,  7.22765,  45.15411, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25724, 7556,  37.00146,  5.9804,  27.83191, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25725, 7563,  28.31193,  4.14631,  60.73415, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25726, 7561,  31.67988,  7.22765,  45.15411, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25727, 7564,  34.23243,  2.11577,  46.21087, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25728, 7556,  37.00146,  5.9804,  27.83191, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25729, 7562,  41.3782, -0.41888,  28.26318, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25730, 7564,  34.23243,  2.11577,  46.21087, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25731, 7533,  22.90498,  6.34315,  73.97739, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25732, 7563,  28.31193,  4.14631,  60.73415, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25733, 7565,  29.83493, -1.96677,  62.49585, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25734, 7565,  29.83493, -1.96677,  62.49585, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25735, 7536,  24.91414,  0.58408,  75.54697, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25736, 7533,  22.90498,  6.34315,  73.97739, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25737, 7563,  28.31193,  4.14631,  60.73415, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25738, 7564,  34.23243,  2.11577,  46.21087, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25739, 7566,  33.61809, -4.74737,  47.00159, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25740, 7566,  33.61809, -4.74737,  47.00159, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25741, 7565,  29.83493, -1.96677,  62.49585, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25742, 7563,  28.31193,  4.14631,  60.73415, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25743, 7536,  24.91414,  0.58408,  75.54697, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25744, 7565,  29.83493, -1.96677,  62.49585, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25745, 7567,  28.15497, -8.76806,  62.84682, 16, 18, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25746, 7567,  28.15497, -8.76806,  62.84682, 16, 18, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25747, 7565,  29.83493, -1.96677,  62.49585, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25748, 7566,  33.61809, -4.74737,  47.00159, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25749, 7567,  28.15497, -8.76806,  62.84682, 16, 18, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25750, 7540,  23.81756, -5.28315,  76.19962, 16, 18, 0, 0,  0.8549,  0.1451,  0.00,  0.00
25751, 7536,  24.91414,  0.58408,  75.54697, 16, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25752, 7543,  20.13403, -9.87664,  76.24635, 18, 16, 0, 0,  0.52549,  0.47451,  0.00,  0.00
25753, 7540,  23.81756, -5.28315,  76.19962, 16, 18, 0, 0,  0.8549,  0.1451,  0.00,  0.00
25754, 7567,  28.15497, -8.76806,  62.84682, 16, 18, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25755, 7568,  39.41431, -9.57042,  28.37574, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25756, 7566,  33.61809, -4.74737,  47.00159, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25757, 7564,  34.23243,  2.11577,  46.21087, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25758, 7564,  34.23243,  2.11577,  46.21087, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25759, 7562,  41.3782, -0.41888,  28.26318, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25760, 7568,  39.41431, -9.57042,  28.37574, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25761, 7566,  33.61809, -4.74737,  47.00159, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25762, 7569,  33.09587, -12.7226,  47.95123, 13, 17, 0, 0,  0.80784,  0.19216,  0.00,  0.00
25763, 7567,  28.15497, -8.76806,  62.84682, 16, 18, 0, 0,  0.81569,  0.18431,  0.00,  0.00
25764, 7569,  33.09587, -12.7226,  47.95123, 13, 17, 0, 0,  0.80784,  0.19216,  0.00,  0.00
25765, 7566,  33.61809, -4.74737,  47.00159, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25766, 7568,  39.41431, -9.57042,  28.37574, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25767, 7560,  40.16861,  5.12128,  18.32424, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25768, 7570,  44.70811, -1.84425,  18.44582, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25769, 7562,  41.3782, -0.41888,  28.26318, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25770, 7568,  39.41431, -9.57042,  28.37574, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25771, 7562,  41.3782, -0.41888,  28.26318, 13, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25772, 7570,  44.70811, -1.84425,  18.44582, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
25773, 7570,  44.70811, -1.84425,  18.44582, 12, 0, 0, 0,  1.00,  0.00,  0.00,  0.00
