VTX, IDX, position.x, position.y, position.z, blendWeights.x, blendWeights.y, blendWeights.z, blendWeights.w, blendIndices.x, blendIndices.y, blendIndices.z, blendIndices.w, texcoord0.x, texcoord0.y
8508, 5440, -0.2214,  20.99108,  0.18793,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04974,  0.75686
8509, 5443, -0.3506,  21.28454,  0.14556,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.07088,  0.75686
8510, 5442, -0.28526,  21.32526,  0.10515,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.07088,  0.67739
8511, 5442, -0.28526,  21.32526,  0.10515,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.07088,  0.67739
8512, 5439, -0.17283,  21.03846,  0.13981,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04963,  0.67739
8513, 5440, -0.2214,  20.99108,  0.18793,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04974,  0.75686
8514, 5438, -0.05749,  20.72647,  0.15049,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.02909,  0.67739
8515, 5441, -0.10298,  20.70408,  0.17576,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.02987,  0.75686
8516, 5440, -0.2214,  20.99108,  0.18793,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04974,  0.75686
8517, 5440, -0.2214,  20.99108,  0.18793,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04974,  0.75686
8518, 5439, -0.17283,  21.03846,  0.13981,  0.95,  0.05,  0.00,  0.00, 0, 2, 2, 2,  0.04963,  0.67739
8519, 5438, -0.05749,  20.72647,  0.15049,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.02909,  0.67739
8520, 5443, -0.3506,  21.28454,  0.14556,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.07088,  0.75686
8521, 5445, -0.43656,  21.60359, -0.02974,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.08602,  0.75686
8522, 5444, -0.3368,  21.64673, -0.07436,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.08602,  0.67739
8523, 5444, -0.3368,  21.64673, -0.07436,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.08602,  0.67739
8524, 5442, -0.28526,  21.32526,  0.10515,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.07088,  0.67739
8525, 5443, -0.3506,  21.28454,  0.14556,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.07088,  0.75686
8526, 5445, -0.43656,  21.60359, -0.02974,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.08602,  0.75686
8527, 5447, -0.48629,  21.79816, -0.27376,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10325,  0.75686
8528, 5446, -0.37527,  21.84792, -0.30688,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10325,  0.67739
8529, 5446, -0.37527,  21.84792, -0.30688,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10325,  0.67739
8530, 5444, -0.3368,  21.64673, -0.07436,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.08602,  0.67739
8531, 5445, -0.43656,  21.60359, -0.02974,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.08602,  0.75686
8532, 5447, -0.48629,  21.79816, -0.27376,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10325,  0.75686
8533, 5449, -0.51998,  21.85911, -0.50469,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.11684,  0.75686
8534, 5448, -0.41228,  21.9128, -0.53226,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.11684,  0.67739
8535, 5448, -0.41228,  21.9128, -0.53226,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.11684,  0.67739
8536, 5446, -0.37527,  21.84792, -0.30688,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10325,  0.67739
8537, 5447, -0.48629,  21.79816, -0.27376,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.10325,  0.75686
8538, 5449, -0.51998,  21.85911, -0.50469,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.11684,  0.75686
8539, 5451, -0.54465,  21.83294, -0.78251,  0.64128,  0.33075,  0.02797,  0.00, 0, 2, 3, 3,  0.13231,  0.75686
8540, 5450, -0.43566,  21.90387, -0.81506,  0.63999,  0.33075,  0.02926,  0.00, 0, 2, 3, 3,  0.13231,  0.67739
8541, 5450, -0.43566,  21.90387, -0.81506,  0.63999,  0.33075,  0.02926,  0.00, 0, 2, 3, 3,  0.13231,  0.67739
8542, 5448, -0.41228,  21.9128, -0.53226,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.11684,  0.67739
8543, 5449, -0.51998,  21.85911, -0.50469,  0.66925,  0.33075,  0.00,  0.00, 0, 2, 2, 2,  0.11684,  0.75686
8544, 5451, -0.54465,  21.83294, -0.78251,  0.64128,  0.33075,  0.02797,  0.00, 0, 2, 3, 3,  0.13231,  0.75686
8545, 5453, -0.54184,  21.74268, -0.98624,  0.55224,  0.41926,  0.0285,  0.00, 0, 2, 3, 3,  0.14476,  0.75686
8546, 5452, -0.43998,  21.81203, -1.03565,  0.54952,  0.42181,  0.02868,  0.00, 0, 2, 3, 3,  0.14476,  0.67739
8547, 5452, -0.43998,  21.81203, -1.03565,  0.54952,  0.42181,  0.02868,  0.00, 0, 2, 3, 3,  0.14476,  0.67739
8548, 5450, -0.43566,  21.90387, -0.81506,  0.63999,  0.33075,  0.02926,  0.00, 0, 2, 3, 3,  0.13231,  0.67739
8549, 5451, -0.54465,  21.83294, -0.78251,  0.64128,  0.33075,  0.02797,  0.00, 0, 2, 3, 3,  0.13231,  0.75686
8550, 5453, -0.54184,  21.74268, -0.98624,  0.55224,  0.41926,  0.0285,  0.00, 0, 2, 3, 3,  0.14476,  0.75686
8551, 5455, -0.5236,  21.53323, -1.22581,  0.45564,  0.51578,  0.02857,  0.00, 0, 2, 3, 3,  0.16292,  0.75686
8552, 5454, -0.42444,  21.6058, -1.28401,  0.4604,  0.51128,  0.02832,  0.00, 0, 2, 3, 3,  0.16292,  0.67739
8553, 5454, -0.42444,  21.6058, -1.28401,  0.4604,  0.51128,  0.02832,  0.00, 0, 2, 3, 3,  0.16292,  0.67739
8554, 5452, -0.43998,  21.81203, -1.03565,  0.54952,  0.42181,  0.02868,  0.00, 0, 2, 3, 3,  0.14476,  0.67739
8555, 5453, -0.54184,  21.74268, -0.98624,  0.55224,  0.41926,  0.0285,  0.00, 0, 2, 3, 3,  0.14476,  0.75686
8556, 5455, -0.5236,  21.53323, -1.22581,  0.45564,  0.51578,  0.02857,  0.00, 0, 2, 3, 3,  0.16292,  0.75686
8557, 5461, -0.45027,  21.06786, -1.46147,  0.35811,  0.43148,  0.21041,  0.00, 0, 2, 3, 3,  0.17655,  0.75686
8558, 5460, -0.34183,  21.12002, -1.51529,  0.35317,  0.43936,  0.20747,  0.00, 0, 2, 3, 3,  0.17655,  0.67739
8559, 5460, -0.34183,  21.12002, -1.51529,  0.35317,  0.43936,  0.20747,  0.00, 0, 2, 3, 3,  0.17655,  0.67739
8560, 5454, -0.42444,  21.6058, -1.28401,  0.4604,  0.51128,  0.02832,  0.00, 0, 2, 3, 3,  0.16292,  0.67739
8561, 5455, -0.5236,  21.53323, -1.22581,  0.45564,  0.51578,  0.02857,  0.00, 0, 2, 3, 3,  0.16292,  0.75686
8562, 5461, -0.45027,  21.06786, -1.46147,  0.35811,  0.43148,  0.21041,  0.00, 0, 2, 3, 3,  0.17655,  0.75686
8563, 5463, -0.37558,  20.61449, -1.49172,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28366,  0.75686
8564, 5462, -0.24877,  20.66335, -1.66191,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28366,  0.67739
8565, 5462, -0.24877,  20.66335, -1.66191,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28366,  0.67739
8566, 5460, -0.34183,  21.12002, -1.51529,  0.35317,  0.43936,  0.20747,  0.00, 0, 2, 3, 3,  0.17655,  0.67739
8567, 5461, -0.45027,  21.06786, -1.46147,  0.35811,  0.43148,  0.21041,  0.00, 0, 2, 3, 3,  0.17655,  0.75686
8568, 5462, -0.24877,  20.66335, -1.66191,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28366,  0.67739
8569, 5463, -0.37558,  20.61449, -1.49172,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28366,  0.75686
8570, 5466, -0.30156,  20.1671, -1.54267,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.30783,  0.75686
8571, 5466, -0.30156,  20.1671, -1.54267,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.30783,  0.75686
8572, 5467, -0.19013,  20.20415, -1.74434,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.30783,  0.67739
8573, 5462, -0.24877,  20.66335, -1.66191,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.28366,  0.67739
8574, 5467, -0.19013,  20.20415, -1.74434,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.30783,  0.67739
8575, 5466, -0.30156,  20.1671, -1.54267,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.30783,  0.75686
8576, 5464, -0.24755,  19.70731, -1.5208,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.75686
8577, 5464, -0.24755,  19.70731, -1.5208,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.75686
8578, 5465, -0.15655,  19.73214, -1.59036,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.67739
8579, 5467, -0.19013,  20.20415, -1.74434,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.30783,  0.67739
8580, 5465, -0.15655,  19.73214, -1.59036,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.67739
8581, 5464, -0.24755,  19.70731, -1.5208,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.75686
8582, 5457, -0.2096,  19.2285, -1.48256,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.75686
8583, 5457, -0.2096,  19.2285, -1.48256,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.75686
8584, 5458, -0.1412,  19.25526, -1.54653,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.67739
8585, 5465, -0.15655,  19.73214, -1.59036,  0.10,  0.78811,  0.11189,  0.00, 2, 3, 4, 4,  0.33277,  0.67739
8586, 5458, -0.1412,  19.25526, -1.54653,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.67739
8587, 5457, -0.2096,  19.2285, -1.48256,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.75686
8588, 5456, -0.20431,  18.76674, -1.54472,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.75662
8589, 5456, -0.20431,  18.76674, -1.54472,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.75662
8590, 5459, -0.1418,  18.78284, -1.5779,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.67739
8591, 5458, -0.1412,  19.25526, -1.54653,  0.75,  0.25,  0.00,  0.00, 3, 4, 4, 4,  0.34397,  0.67739
8592, 5459, -0.1418,  18.78284, -1.5779,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.67739
8593, 5456, -0.20431,  18.76674, -1.54472,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.75662
8594, 5468, -0.24334,  18.48029, -1.64003,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.40023,  0.75438
8595, 5468, -0.24334,  18.48029, -1.64003,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.40023,  0.75438
8596, 5469, -0.19019,  18.4859, -1.66621,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.40023,  0.67739
8597, 5459, -0.1418,  18.78284, -1.5779,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.3612,  0.67739
8598, 5469, -0.19019,  18.4859, -1.66621,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.40023,  0.67739
8599, 5468, -0.24334,  18.48029, -1.64003,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.40023,  0.75438
8600, 5470, -0.31727,  18.3224, -1.7157,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.4127,  0.74685
8601, 5470, -0.31727,  18.3224, -1.7157,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.4127,  0.74685
8602, 5471, -0.27475,  18.31798, -1.74449,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41125,  0.67739
8603, 5469, -0.19019,  18.4859, -1.66621,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.40023,  0.67739
8604, 5471, -0.27475,  18.31798, -1.74449,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41125,  0.67739
8605, 5470, -0.31727,  18.3224, -1.7157,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.4127,  0.74685
8606, 5472, -0.41009,  18.20942, -1.77082,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.42541,  0.73409
8607, 5472, -0.41009,  18.20942, -1.77082,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.42541,  0.73409
8608, 5473, -0.38149,  18.20137, -1.78972,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.4222,  0.67772
8609, 5471, -0.27475,  18.31798, -1.74449,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.41125,  0.67739
8610, 5472, -0.41009,  18.20942, -1.77082,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.42541,  0.73409
8611, 5552, -0.56176,  18.11092, -1.83567,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.43352,  0.71212
8612, 5473, -0.38149,  18.20137, -1.78972,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.4222,  0.67772
8613, 8388, -0.53853,  21.44521,  0.18028,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.03002,  0.98599
8614, 8391, -0.5453,  21.6177,  0.08861,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05735,  0.98599
8615, 8387, -0.33936,  21.43604,  0.32784,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.03002,  0.85385
8616, 8386, -0.05422,  20.61598,  0.23393,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0109,  0.85385
8617, 8389, -0.10514,  20.62911,  0.16849,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0109,  0.98599
8618, 8388, -0.53853,  21.44521,  0.18028,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.03002,  0.98599
8619, 8388, -0.53853,  21.44521,  0.18028,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.03002,  0.98599
8620, 8387, -0.33936,  21.43604,  0.32784,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.03002,  0.85385
8621, 8386, -0.05422,  20.61598,  0.23393,  1.00,  0.00,  0.00,  0.00, 0, 0, 0, 0,  0.0109,  0.85385
8622, 8390, -0.39598,  21.72219,  0.20195,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05735,  0.85385
8623, 8391, -0.5453,  21.6177,  0.08861,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05735,  0.98599
8624, 8393, -0.52252,  21.81901, -0.101,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.07017,  0.98599
8625, 8391, -0.5453,  21.6177,  0.08861,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05735,  0.98599
8626, 8390, -0.39598,  21.72219,  0.20195,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05735,  0.85385
8627, 8387, -0.33936,  21.43604,  0.32784,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.03002,  0.85385
8628, 8393, -0.52252,  21.81901, -0.101,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.07017,  0.98599
8629, 8392, -0.3729,  21.95162,  0.02018,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.07017,  0.85385
8630, 8390, -0.39598,  21.72219,  0.20195,  0.90,  0.10,  0.00,  0.00, 0, 2, 2, 2,  0.05735,  0.85385
8631, 8392, -0.3729,  21.95162,  0.02018,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.07017,  0.85385
8632, 8393, -0.52252,  21.81901, -0.101,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.07017,  0.98599
8633, 8395, -0.4463,  21.93351, -0.45491,  0.72759,  0.27241,  0.00,  0.00, 0, 2, 2, 2,  0.08298,  0.98599
8634, 8395, -0.4463,  21.93351, -0.45491,  0.72759,  0.27241,  0.00,  0.00, 0, 2, 2, 2,  0.08298,  0.98599
8635, 8396, -0.28796,  22.13133, -0.31131,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.08298,  0.85385
8636, 8392, -0.3729,  21.95162,  0.02018,  0.85,  0.15,  0.00,  0.00, 0, 2, 2, 2,  0.07017,  0.85385
8637, 8396, -0.28796,  22.13133, -0.31131,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.08298,  0.85385
8638, 8395, -0.4463,  21.93351, -0.45491,  0.72759,  0.27241,  0.00,  0.00, 0, 2, 2, 2,  0.08298,  0.98599
8639, 8394, -0.37742,  21.97463, -0.80428,  0.64245,  0.33075,  0.0268,  0.00, 0, 2, 3, 3,  0.11062,  0.98599
8640, 8394, -0.37742,  21.97463, -0.80428,  0.64245,  0.33075,  0.0268,  0.00, 0, 2, 3, 3,  0.11062,  0.98599
8641, 8397, -0.1722,  22.16684, -0.74752,  0.63455,  0.33075,  0.0347,  0.00, 0, 2, 3, 3,  0.11062,  0.85385
8642, 8396, -0.28796,  22.13133, -0.31131,  0.75,  0.25,  0.00,  0.00, 0, 2, 2, 2,  0.08298,  0.85385
8643, 8394, -0.37742,  21.97463, -0.80428,  0.64245,  0.33075,  0.0268,  0.00, 0, 2, 3, 3,  0.11062,  0.98599
8644, 8399, -0.25078,  21.87877, -1.18562,  0.53852,  0.4321,  0.02938,  0.00, 0, 2, 3, 3,  0.12366,  0.98599
8645, 8398, -0.06056,  22.03959, -1.17424,  0.53628,  0.4342,  0.02952,  0.00, 0, 2, 3, 3,  0.12378,  0.85385
8646, 8398, -0.06056,  22.03959, -1.17424,  0.53628,  0.4342,  0.02952,  0.00, 0, 2, 3, 3,  0.12378,  0.85385
8647, 8397, -0.1722,  22.16684, -0.74752,  0.63455,  0.33075,  0.0347,  0.00, 0, 2, 3, 3,  0.11062,  0.85385
8648, 8394, -0.37742,  21.97463, -0.80428,  0.64245,  0.33075,  0.0268,  0.00, 0, 2, 3, 3,  0.11062,  0.98599
8649, 8399, -0.25078,  21.87877, -1.18562,  0.53852,  0.4321,  0.02938,  0.00, 0, 2, 3, 3,  0.12366,  0.98599
8650, 8421, -0.18298,  21.7135, -1.50343,  0.44366,  0.39271,  0.16363,  0.00, 0, 2, 3, 3,  0.12796,  0.98599
8651, 8422,  0.01261,  21.88142, -1.55836,  0.44327,  0.39298,  0.16374,  0.00, 0, 2, 3, 3,  0.1276,  0.85385
8652, 8422,  0.01261,  21.88142, -1.55836,  0.44327,  0.39298,  0.16374,  0.00, 0, 2, 3, 3,  0.1276,  0.85385
8653, 8398, -0.06056,  22.03959, -1.17424,  0.53628,  0.4342,  0.02952,  0.00, 0, 2, 3, 3,  0.12378,  0.85385
8654, 8399, -0.25078,  21.87877, -1.18562,  0.53852,  0.4321,  0.02938,  0.00, 0, 2, 3, 3,  0.12366,  0.98599
8655, 8422,  0.01261,  21.88142, -1.55836,  0.44327,  0.39298,  0.16374,  0.00, 0, 2, 3, 3,  0.1276,  0.85385
8656, 8421, -0.18298,  21.7135, -1.50343,  0.44366,  0.39271,  0.16363,  0.00, 0, 2, 3, 3,  0.12796,  0.98599
8657, 8417, -0.14073,  21.56718, -1.75376,  0.36375,  0.44479,  0.19146,  0.00, 0, 2, 3, 3,  0.14125,  0.98599
8658, 8417, -0.14073,  21.56718, -1.75376,  0.36375,  0.44479,  0.19146,  0.00, 0, 2, 3, 3,  0.14125,  0.98599
8659, 8416,  0.09165,  21.65952, -1.86894,  0.36346,  0.44499,  0.19155,  0.00, 0, 2, 3, 3,  0.14125,  0.85385
8660, 8422,  0.01261,  21.88142, -1.55836,  0.44327,  0.39298,  0.16374,  0.00, 0, 2, 3, 3,  0.1276,  0.85385
8661, 8416,  0.09165,  21.65952, -1.86894,  0.36346,  0.44499,  0.19155,  0.00, 0, 2, 3, 3,  0.14125,  0.85385
8662, 8417, -0.14073,  21.56718, -1.75376,  0.36375,  0.44479,  0.19146,  0.00, 0, 2, 3, 3,  0.14125,  0.98599
8663, 8408, -0.04586,  21.21888, -2.01985,  0.30076,  0.41897,  0.28027,  0.00, 0, 2, 3, 3,  0.17039,  0.98599
8664, 8408, -0.04586,  21.21888, -2.01985,  0.30076,  0.41897,  0.28027,  0.00, 0, 2, 3, 3,  0.17039,  0.98599
8665, 8409,  0.18485,  21.29777, -2.09465,  0.30079,  0.41895,  0.28025,  0.00, 0, 2, 3, 3,  0.17039,  0.85385
8666, 8416,  0.09165,  21.65952, -1.86894,  0.36346,  0.44499,  0.19155,  0.00, 0, 2, 3, 3,  0.14125,  0.85385
8667, 8408, -0.04586,  21.21888, -2.01985,  0.30076,  0.41897,  0.28027,  0.00, 0, 2, 3, 3,  0.17039,  0.98599
8668, 8411,  0.00383,  20.74317, -2.16142,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.19622,  0.98599
8669, 8410,  0.24606,  20.7845, -2.20303,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.19622,  0.85385
8670, 8410,  0.24606,  20.7845, -2.20303,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.19622,  0.85385
8671, 8409,  0.18485,  21.29777, -2.09465,  0.30079,  0.41895,  0.28025,  0.00, 0, 2, 3, 3,  0.17039,  0.85385
8672, 8408, -0.04586,  21.21888, -2.01985,  0.30076,  0.41897,  0.28027,  0.00, 0, 2, 3, 3,  0.17039,  0.98599
8673, 8410,  0.24606,  20.7845, -2.20303,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.19622,  0.85385
8674, 8411,  0.00383,  20.74317, -2.16142,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.19622,  0.98599
8675, 8405,  0.03136,  20.10003, -2.1262,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.22966,  0.98599
8676, 8405,  0.03136,  20.10003, -2.1262,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.22966,  0.98599
8677, 8406,  0.27885,  20.12422, -2.20241,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.22966,  0.85385
8678, 8410,  0.24606,  20.7845, -2.20303,  0.25,  0.34459,  0.40541,  0.00, 0, 2, 3, 3,  0.19622,  0.85385
8679, 8406,  0.27885,  20.12422, -2.20241,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.22966,  0.85385
8680, 8405,  0.03136,  20.10003, -2.1262,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.22966,  0.98599
8681, 8404,  0.01768,  19.4767, -2.08602,  0.88686,  0.11314,  0.00,  0.00, 3, 4, 4, 4,  0.4164,  0.98599
8682, 8404,  0.01768,  19.4767, -2.08602,  0.88686,  0.11314,  0.00,  0.00, 3, 4, 4, 4,  0.4164,  0.98599
8683, 8407,  0.23763,  19.50262, -2.1535,  0.88686,  0.11314,  0.00,  0.00, 3, 4, 4, 4,  0.4164,  0.85385
8684, 8406,  0.27885,  20.12422, -2.20241,  0.10,  0.225,  0.675,  0.00, 0, 2, 3, 3,  0.22966,  0.85385
8685, 8407,  0.23763,  19.50262, -2.1535,  0.88686,  0.11314,  0.00,  0.00, 3, 4, 4, 4,  0.4164,  0.85385
8686, 8404,  0.01768,  19.4767, -2.08602,  0.88686,  0.11314,  0.00,  0.00, 3, 4, 4, 4,  0.4164,  0.98599
8687, 8402, -0.03768,  18.93482, -2.07147,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.43429,  0.98599
8688, 8402, -0.03768,  18.93482, -2.07147,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.43429,  0.98599
8689, 8403,  0.16881,  18.95526, -2.11921,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.43429,  0.85385
8690, 8407,  0.23763,  19.50262, -2.1535,  0.88686,  0.11314,  0.00,  0.00, 3, 4, 4, 4,  0.4164,  0.85385
8691, 8400,  0.10996,  18.61993, -2.16934,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.43979,  0.85385
8692, 8403,  0.16881,  18.95526, -2.11921,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.43429,  0.85385
8693, 8402, -0.03768,  18.93482, -2.07147,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.43429,  0.98599
8694, 8402, -0.03768,  18.93482, -2.07147,  0.45,  0.45,  0.10,  0.00, 3, 4, 5, 5,  0.43429,  0.98599
8695, 8401, -0.08164,  18.59394, -2.13301,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.43979,  0.98599
8696, 8400,  0.10996,  18.61993, -2.16934,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.43979,  0.85385
8697, 8415,  0.0601,  18.21334, -2.3184,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.44529,  0.85385
8698, 8400,  0.10996,  18.61993, -2.16934,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.43979,  0.85385
8699, 8401, -0.08164,  18.59394, -2.13301,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.43979,  0.98599
8700, 8401, -0.08164,  18.59394, -2.13301,  0.075,  0.675,  0.25,  0.00, 3, 4, 5, 5,  0.43979,  0.98599
8701, 8414, -0.11684,  18.18377, -2.2913,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.44529,  0.98599
8702, 8415,  0.0601,  18.21334, -2.3184,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.44529,  0.85385
8703, 8412, -0.01523,  17.86561, -2.46048,  0.50,  0.50,  0.00,  0.00, 4, 5, 5, 5,  0.45569,  0.85385
8704, 8415,  0.0601,  18.21334, -2.3184,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.44529,  0.85385
8705, 8414, -0.11684,  18.18377, -2.2913,  0.035,  0.665,  0.30,  0.00, 3, 4, 5, 5,  0.44529,  0.98599
